Week,SC,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,contagious flu,flu care,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,flu children,treatment for flu,cough and fever,flu shots,high fever,symptoms of rsv,flu cold,flu remedies,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,flu contagious period,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,rsv infant,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2013-10-13,0.3655193421,0.000492395229237,0.00273552905132,0.00536163694058,54.9153996829,0.0,0.0,1075.56536549,0.0,0.0,54.8496294156,54.8496294156,109.500786381,693.50558305,54.8162147346,0.0,109.402050795,0.0,73.1032014404,0.0,55.0987335601,55.0987335601,0.0,0.0,109.931001121,0.0,328.815578671,0.0,219.926890517,54.9153996829,0.0,0.0,0.0,0.0,73.0756827233,6145.87829688,0.0,0.0,55.0821175367,0.0,347.323575691,54.8822981761,0.0,82.0699253405,0.0,0.0,109.965262945,292.022171805,0.0,0.0,54.9651268785,55.0157535397,0.0,54.8495993172,0.0,0.0,54.5446838373,0.0,81.9362837222,54.9572600474,128.008054549,54.4403576774,54.9319654143,54.6104606711,0.0,984.608885205,165.044832642,0.0,73.0756361424,55.0987335601,0.0,0.0,91.2139163728,55.1486418332,876.545077563,0.0,0.0,54.5611897668,584.184478998,109.931001121,219.926890517,1023.67877851,54.5529178209,583.252531729,201.012334186,72.9106192912,91.2578745946,0.0,55.2487301124,0.0,0.0,383.114425694,0.0,54.2108590302,0.0,81.9608593006,0.0,82.0435659157,54.3581711471,109.188185523,54.4403576774,55.3827476506,82.5892982327,109.99665681,54.3417636098,0.0,0.0,0.0
2013-10-20,0.5722460658,0.000388932103567,0.0023335926214,0.00594510501167,0.0,0.0,0.0,762.690876761,108.973045048,109.13811256,109.259239342,109.259239342,200.074282711,581.481593806,54.5194548433,54.7764879458,81.731786525,54.5029837089,136.658103167,0.0,108.857732147,81.9239561245,0.0,0.0,54.4288660735,0.0,563.783267827,0.0,82.055985141,108.989044249,109.13811256,0.0,0.0,0.0,127.390078494,7706.12015824,0.0,54.7269314126,0.0,54.4084869598,364.116429092,109.056392079,0.0,254.672647396,109.18011634,81.8313471284,109.256173729,199.953346538,0.0,54.5527222426,109.073126601,109.204491699,0.0,54.6295896934,0.0,0.0,0.0,54.5029837089,54.541624671,136.049810701,145.631162261,54.4945221243,54.6445361531,108.775927691,54.4536299657,1143.87948168,54.5241256019,0.0,0.0,108.857732147,0.0,0.0,236.40249816,0.0,982.013465426,81.9981725935,0.0,54.9756148332,563.775505311,54.4288660735,82.055985141,1219.70142874,0.0,617.690179268,291.279122959,54.4002348545,90.9028113563,54.5623886243,0.0,0.0,54.4043655236,300.075598899,54.7930267404,108.64491182,54.3224559098,0.0,54.7930267404,181.991997645,54.8427031019,199.9974365,0.0,54.4865225238,0.0,0.0,109.519918265,0.0,0.0,0.0
2013-10-27,0.558743582,0.00107997499005,0.00352412891491,0.00653669072927,54.0253639024,0.0,0.0,1090.51834298,80.8902421079,143.274343303,125.483616977,125.483616977,143.236839849,751.452211918,53.9080320798,107.516800857,215.778193962,0.0,107.183160609,0.0,107.679114868,54.0253639024,0.0,0.0,53.6266573864,53.3619051343,483.407000773,0.0,53.7644012971,54.0253639024,143.274343303,0.0,0.0,0.0,125.348195899,6475.18048275,0.0,53.5511655452,0.0,53.2012732705,107.476078998,134.002023246,53.4362044416,80.5266139311,54.0579682258,0.0,80.2462473352,214.628352753,0.0,162.222855448,53.6267596799,160.904619122,0.0,81.045306272,0.0,0.0,53.3619051343,54.1069485655,53.5269707525,143.047810136,161.017779306,53.426429808,0.0,53.5620858075,53.2975361293,1054.72468422,53.7157089537,0.0,107.962212191,107.679114868,0.0,0.0,214.758050877,53.5431444601,984.249824998,53.8395574341,0.0,53.6727991668,697.709464675,53.6266573864,53.7644012971,1415.84142875,53.6774877248,643.755893248,412.298065391,107.855572968,80.4804626302,0.0,0.0,107.679114868,0.0,375.591199324,0.0,80.7278199643,53.6936507744,0.0,0.0,89.5876687786,53.6239643782,161.123183844,0.0,53.9892455756,53.8836232166,54.1069485655,53.8233064358,0.0,0.0,53.9079732309
2013-11-03,0.4507211538,0.00151901481039,0.00439429284436,0.00683556664677,0.0,53.1857930668,0.0,942.950215212,107.882103282,80.2470972345,89.215514463,89.215514463,71.2797974116,836.899198851,80.4606646287,0.0,53.4947404112,107.237754003,107.415713943,0.0,53.07338348,80.2309184579,0.0,53.2840197029,80.4444169388,0.0,427.532509095,0.0,52.9295531724,53.1697054101,80.2470972345,0.0,0.0,0.0,71.3065465373,7460.44244066,0.0,71.2688406664,0.0,0.0,142.683180955,132.893540913,0.0,185.897486748,52.9454958089,53.1061997723,53.5865374394,445.140875682,0.0,107.654846369,53.4632928927,213.667131389,0.0,187.310467897,0.0,0.0,80.1424362811,0.0,0.0,133.998726893,89.1507279013,53.3643635203,0.0,53.3658079853,0.0,854.104564922,53.430925728,0.0,53.4953488692,53.07338348,52.9774099113,0.0,195.710413893,52.9614480523,1104.48576825,162.116489947,0.0,80.6640230425,605.842744589,80.4444169388,52.9295531724,1498.10154875,52.9136201341,693.713366057,428.297820918,133.877582863,106.468873843,107.557743381,0.0,0.0,0.0,231.398293223,0.0,53.2840197029,88.9411728198,105.890991618,0.0,71.3280292142,53.667518115,107.33503623,0.0,53.4610965056,53.4302562299,106.88989999,0.0,0.0,0.0,53.4610965056
2013-11-10,0.3227789733,0.00215505630085,0.0048488766769,0.00872797801843,106.055996657,0.0,0.0,1098.0527115,79.6120583789,79.6120583789,124.251996049,124.251996049,88.6124475469,868.142370216,53.3385951858,53.1695979685,106.293723179,53.0747828147,53.2454332826,0.0,70.9422107986,0.0,0.0,0.0,106.298329351,0.0,461.148210909,0.0,88.681937651,53.0279983283,79.6120583789,0.0,53.0347517274,0.0,141.916519936,9646.19208145,0.0,53.2822544078,0.0,79.7326560694,248.568440447,141.718663423,0.0,212.440483234,0.0,0.0,106.984631337,389.858884453,0.0,53.0760164373,88.6498843033,106.491374515,0.0,71.0655921267,0.0,0.0,70.8674246892,107.016952978,159.58644076,53.1278560787,142.104171419,0.0,0.0,79.484244472,53.4600232958,814.566266933,79.8672371102,53.1695979685,106.580577045,70.9422107986,53.1630344983,0.0,372.253341072,88.7086199946,1099.21160077,53.2177879364,0.0,80.0524409802,620.461053883,106.298329351,88.681937651,1580.0664696,52.986917587,407.422416697,390.3781964,79.7325836495,124.134198716,0.0,0.0,106.952329214,0.0,106.276998249,79.8528004935,70.8246369068,53.1390114371,53.0120115938,79.8528004935,177.459779056,53.2338706768,195.156843837,0.0,53.4517599338,70.9155219123,0.0,53.4600232958,0.0,53.0347517274,53.0255502919
2013-11-17,1.0032965458,0.00419375131055,0.00702453344517,0.0112182847557,0.0,0.0,0.0,1015.31216984,51.782946272,129.526379832,86.2550830443,86.2550830443,137.887544112,809.471823642,103.378837952,51.9045109786,86.228968813,51.7205571801,172.457808669,0.0,86.104208756,103.238704369,0.0,0.0,103.316668868,51.6740640049,465.278275597,51.8027515011,69.0010213515,0.0,129.526379832,0.0,0.0,0.0,181.003628606,7077.50531595,0.0,103.621103866,51.4646288658,77.388303042,206.846418946,137.648405925,52.0422126047,206.673693792,0.0,51.3716205004,51.5112594568,327.30837803,51.9238735525,51.7289883339,51.6778165552,155.115888512,0.0,155.365562889,0.0,0.0,120.534542023,154.580465312,103.389383218,86.0212066342,129.651677418,0.0,0.0,128.940115833,0.0,757.154387411,68.9228869038,103.44111436,51.6584642896,86.104208756,51.6507137918,0.0,533.994529793,102.774197084,982.002921033,103.86430709,0.0,0.0,689.050326411,103.316668868,69.0010213515,1396.94520382,51.6823295951,757.175854297,379.445597249,68.8138558345,77.4761340247,0.0,0.0,69.0844731981,0.0,137.710632459,102.929257732,103.228494913,0.0,51.8069403959,102.929257732,224.220168283,68.9801389323,224.09565919,0.0,0.0,51.8611446203,51.8611446203,52.0024984367,0.0,0.0,51.744559974
2013-11-24,1.0250297974,0.0062893081761,0.0097922139957,0.0140116232784,57.1914823438,56.5886591208,0.0,848.052488312,0.0,56.9845167865,207.863885701,207.863885701,113.674669192,641.490744468,57.0189069596,56.6319088461,113.059322107,56.4359031917,170.029081316,56.6741146616,113.178152523,0.0,0.0,0.0,113.21255164,56.4357748025,490.626106725,56.597746926,75.5433065766,56.9330092389,56.9845167865,0.0,56.3008048021,57.001706686,112.499738425,10096.4803796,0.0,56.5886591208,0.0,113.763189443,85.3591782824,197.372115662,0.0,131.765823281,56.6228103936,0.0,56.5891311546,75.4464543718,57.1050642684,56.3518327219,85.1704574837,84.8369361061,113.416738377,113.34907574,0.0,0.0,56.5891105348,56.3518327219,132.035427711,56.5436231263,132.229211259,56.4955273874,56.8987225727,56.3762638826,0.0,301.552609378,112.939965501,0.0,56.6912367506,113.178152523,56.5034608987,0.0,358.221527847,56.8802527345,1000.22444324,0.0,0.0,0.0,698.049547233,113.21255164,75.5433065766,1057.75483284,56.1482740245,414.583504993,189.001021549,56.4864520302,56.6118576508,75.3443043268,57.1568837459,57.226122854,0.0,113.126935517,0.0,56.1651810628,75.3781890121,56.182098286,0.0,75.56026203,0.0,169.955412835,0.0,84.7730024859,112.262754324,56.131377162,0.0,0.0,56.3008048021,0.0
2013-12-01,1.8062636562,0.00637378845343,0.00921828908555,0.0141698272229,0.0,0.0,0.0,1147.04667833,67.5762441129,76.0277916775,177.887941034,177.887941034,202.673283923,979.058881635,67.5763485576,50.766759045,169.01967702,50.654314772,236.687649624,50.7514401678,67.5355385806,50.6418558325,0.0,0.0,118.122229066,50.692469532,692.655248416,0.0,101.453793908,50.754521134,76.0277916775,0.0,50.7208301315,67.525380443,152.101434836,7936.84368547,0.0,101.447407073,0.0,101.147871051,118.433408693,101.239656305,50.6409976217,152.016785194,50.5531327671,0.0,50.5932302192,270.096572428,0.0,101.267270178,50.6139851689,169.13779265,0.0,304.489120537,50.5891594678,50.5891594678,50.5725755348,50.6543562321,135.065899916,50.6071475354,186.030060731,50.8434923567,50.6122234716,134.994689707,84.4282937448,404.750364697,135.086486031,50.766759045,50.6953896197,67.5355385806,50.7820871727,0.0,573.861907319,50.7820871727,1621.59725629,50.8127712133,0.0,101.192332644,793.823922476,118.122229066,101.453793908,1521.33249269,50.5725755348,657.93407394,321.208319751,75.9443299693,118.188492124,50.5970476487,0.0,50.7419045145,0.0,253.116934181,75.9742532772,84.3417914664,101.29461559,50.690256997,75.9742532772,135.249385068,75.9743637854,354.871588786,0.0,50.757229765,50.7001281575,50.5739355257,50.7514401678,0.0,50.7208301315,50.6795266009
2013-12-08,1.5516405366,0.0101679680917,0.0135385652491,0.0198303466097,0.0,52.6793538165,0.0,1207.54629737,104.605693916,78.8593541169,87.7372743656,87.7372743656,104.756476753,735.353640143,52.7462397758,52.4451891479,79.0199140355,105.209375832,175.37333178,0.0,105.153163028,52.5204417386,52.2241013286,0.0,70.0193321965,0.0,683.357883825,0.0,52.67618824,104.965572197,78.8593541169,0.0,131.710424354,52.3186245889,175.278221714,8724.11323212,52.2713202267,78.8593541169,52.8457617685,0.0,79.035779849,105.010556487,0.0,139.914169942,105.003712413,0.0,52.5095809535,192.499231672,52.7144697822,52.5997777533,0.0,87.5679530371,0.0,140.324350343,52.7503148779,52.6588695666,52.9095851523,52.5819484979,52.5501388038,183.302001951,290.458995773,52.3028469578,131.456646998,104.924341193,78.6133003952,314.910450477,78.9247522634,52.2398314796,52.5977242574,105.153163028,104.672922285,0.0,840.656192625,105.365265038,1191.33866635,0.0,0.0,104.385338858,613.437300637,70.0193321965,52.67618824,1437.9806192,0.0,752.459688347,491.024013818,0.0,70.0933315963,104.851107717,0.0,104.862418468,0.0,227.516710905,0.0,104.448202657,52.2241013286,52.28707884,0.0,52.6136052263,78.835809382,350.504023076,0.0,52.7039247428,52.3879038503,0.0,105.049206852,52.2713202267,131.710424354,87.4992593032
2013-12-15,2.6972216589,0.0147857742929,0.0186502380286,0.0239708765052,0.0,55.7719659822,0.0,1111.84060967,129.947835333,148.411777449,260.047577433,260.047577433,185.647952985,1019.69734348,74.2200082478,83.4681564946,129.919886658,55.5850378382,241.392430529,55.7738315926,166.920744117,55.6566102914,0.0,0.0,166.737432102,55.6818170896,946.28263517,83.5273593775,241.39841451,55.6520885473,148.411777449,0.0,83.5274656596,55.6688765076,278.382152338,7507.95034036,0.0,55.6126456277,0.0,111.158409231,92.8688483174,148.260862902,55.7919846943,333.672607461,55.3895177172,0.0,55.4728854441,240.917289171,55.7382921567,111.372335108,110.912383656,222.666135012,55.6226829975,222.867352002,55.6856745995,0.0,55.6231782768,111.309399341,111.282274542,111.165015206,148.675393101,55.6798918739,166.794908986,55.5713340687,0.0,426.189957376,148.39532251,55.6235814806,83.5281648936,166.920744117,74.1975802846,55.7361297562,908.718832441,55.6403760402,1391.33479561,55.7111292723,55.7065531468,111.473726109,890.891005451,166.737432102,241.39841451,1615.52490378,55.4061712102,1019.17346821,501.50224156,55.6290251912,55.6856745995,129.635033903,0.0,74.3209216416,55.5732585782,185.384743661,0.0,83.3184787829,74.0969278623,0.0,0.0,222.889440843,167.016041032,259.968735509,111.10314607,55.7718133135,129.897539344,55.7361297562,55.8880453128,0.0,83.5274656596,83.5779759857
2013-12-22,2.868852459,0.0271885270391,0.0349566776218,0.0414301364406,61.9635175393,82.4433278426,0.0,1377.09111471,124.135157844,164.662382345,494.697219098,494.697219098,154.053850882,884.460310639,205.91238575,0.0,226.505665404,124.740920684,329.486189902,0.0,329.324944187,93.0240952546,62.2388374232,61.0955376721,92.119299753,61.8138472071,1378.9123842,102.862759723,277.007125499,61.1876600148,164.662382345,0.0,164.594180118,92.2211616026,350.049069332,7339.98994711,62.2200794854,62.2951791589,62.2951791589,92.8094548485,124.032127006,164.420584518,0.0,370.318638666,214.646881947,0.0,124.703245988,329.008670416,61.7833783249,102.943663253,246.436908757,143.963530403,122.998932455,206.223335976,0.0,61.7065751042,92.211936048,82.3748062662,154.369479364,267.16576543,288.63518241,93.2397345394,164.402054265,267.17187482,61.4159658916,513.657306087,154.23965975,0.0,123.100855694,329.324944187,226.3565891,0.0,925.562298255,62.2013328511,1646.70010128,93.1458620941,0.0,62.2951791589,1070.47193383,92.119299753,277.007125499,1585.70873097,61.5536566296,1377.50048066,576.72978694,61.6622608309,61.7738892655,164.420838166,61.6436430897,144.36767006,61.2430668907,164.538309033,123.627694414,61.6250757274,143.882671042,61.7020680982,123.627694414,82.3933251431,102.980922143,267.612679371,62.4270407417,144.336381419,102.831950731,0.0,62.0441391863,62.2200794854,164.594180118,92.5400117531
2013-12-29,2.6262111168,0.0218315018315,0.025641025641,0.0320146520147,0.0,89.9055845798,0.0,1039.35043513,161.964318178,125.655930745,449.272586264,449.272586264,269.244836223,1058.40605282,161.439590478,53.9203874617,287.295805486,53.6115281538,143.69111752,53.5791540426,215.198486366,53.5306661204,53.4983895656,0.0,197.244431499,54.028850575,1507.67616749,80.9821738141,80.8073341702,54.2002869941,125.655930745,53.8729937604,71.7616552029,89.6939938216,394.976066,9511.12459061,0.0,53.546819007,0.0,0.0,161.683248601,89.6020790031,53.1777519296,197.484951925,53.9151470285,0.0,0.0,179.377130093,54.1186747438,107.750906782,143.474922027,179.480485634,108.629889195,197.677860913,53.4178682086,53.4178682086,106.835736417,134.857669438,71.783273414,107.951886063,269.423258357,0.0,89.6074884733,232.995679907,53.8185497259,734.770624252,89.7861081104,0.0,89.8293445562,215.198486366,107.610114245,54.0533140136,717.466257315,53.8727259257,1543.31508904,54.2329968836,80.4928821925,134.406655595,1489.52614905,197.244431499,80.8073341702,1742.22909913,53.4178682086,1559.31233006,736.237592988,53.8065869752,143.561310318,80.7180010331,54.1512960748,80.7284383095,0.0,233.087428849,108.367893682,0.0,125.477432042,53.4500476473,108.367893682,161.842288558,107.78883192,269.260964211,0.0,189.399291697,161.472082923,80.8074369532,53.5629816448,0.0,71.7616552029,53.9882828148
2014-01-05,2.1653910771,0.0171457964222,0.0212036349088,0.0255472366691,0.0,49.1683340537,0.0,1051.22493812,149.026751304,246.758893698,345.716434338,345.716434338,213.810151707,739.557857327,173.411738103,0.0,263.415052902,49.2286936729,181.064055036,0.0,131.52382392,98.6687777348,0.0,0.0,98.6093207872,49.334497691,1513.04086692,82.196719523,148.603072436,49.6755837679,246.758893698,49.4837699987,98.6341654881,0.0,411.346104504,17333.4220508,49.6456406794,73.995921279,49.3493843831,0.0,263.514618819,98.5697215987,98.0184955622,345.258791484,49.263949247,73.679881941,0.0,394.536937276,49.4499188602,73.9143398683,98.6740127574,148.254713513,0.0,131.737541851,0.0,65.7743268232,49.6606077101,98.8180422028,99.0461965345,246.431887233,164.68168159,49.1088802036,82.1026949965,197.070200501,49.4821116414,1330.18418692,148.491371828,0.0,82.271152147,131.52382392,82.2067202199,0.0,493.082260557,98.8251624977,1726.96186314,74.3052037378,0.0,74.0040859166,1085.6810722,98.6093207872,148.603072436,1695.72722919,49.0361759601,1659.4682213,543.203568228,98.5301701551,74.3201574919,49.2453658072,0.0,49.4426320175,49.352949206,213.606478825,98.6987687662,65.6850890221,49.4224407199,97.9217454573,98.6987687662,197.551140099,197.958363101,197.531488727,0.0,49.5099443388,197.268396544,49.7505997506,49.3642800621,49.6456406794,98.6341654881,74.0407933125
2014-01-12,1.1488750598,0.0150439013478,0.0181197919579,0.0247189754488,0.0,0.0,48.8354192807,1203.79846553,48.9885113998,122.108166221,260.912964953,260.912964953,195.478115993,879.198302124,97.7684383709,48.9413914135,341.859171105,73.5081554433,163.006214811,48.9709231098,179.224821164,97.8827471983,48.926618889,0.0,73.1324267096,97.9270781526,1172.92525193,0.0,122.54601241,81.5205459529,122.108166221,0.0,146.471531868,81.3730767215,325.884804532,8160.11702079,0.0,48.8943636613,48.7334055948,48.7628162198,130.471141521,130.19575933,0.0,194.942654037,48.8060003535,97.2907723976,48.9386654103,195.448409,97.7320671016,122.188589508,65.1740999193,130.446922954,48.8364983235,277.495979763,73.1251638087,97.495252434,48.7187135823,114.095221873,179.205091173,146.355699762,310.016086204,0.0,130.156577772,244.079696978,73.14720058,764.431688547,130.308923718,0.0,195.286976378,179.224821164,48.8473728831,48.9238892432,455.820932903,97.8836233062,1580.41560632,81.5351012623,49.0328716576,122.583153269,732.939609348,73.1324267096,122.54601241,1549.0517419,97.682443657,1513.44530838,603.538681981,65.0856616261,97.8295114734,113.869487334,73.1030518245,49.1962155668,0.0,227.915009001,73.4637753865,0.0,81.3288312498,97.7500614714,73.4637753865,81.5400531408,65.2134475173,391.19213992,0.0,49.0050551497,211.642777337,73.3425701788,130.51554244,0.0,146.471531868,97.7882395624
2014-01-19,1.4086736309,0.0120756037802,0.0149340800373,0.0205926963015,0.0,47.997047647,0.0,973.769767917,72.0733328556,143.878834474,352.407962367,352.407962367,159.812380807,878.512344806,175.880130764,48.0379260486,287.980011935,47.8396675666,144.331341217,0.0,95.7713449133,0.0,48.0379260486,47.7963737498,111.805637976,96.1338164121,1182.88215266,96.0566720372,95.921149145,0.0,143.878834474,47.8671308263,79.848159842,95.5927474995,159.884194544,11193.8468668,96.0468961441,47.8892622585,48.0814124029,47.8604654735,176.063540662,111.70944698,47.7500151942,239.524222459,79.7377462829,47.9945182841,79.8530097873,399.506110239,71.8970067349,119.915259165,47.6813057419,159.850958486,0.0,224.297287151,47.9656233303,63.8814511657,95.9120802121,144.208586527,47.9435428606,127.652164493,320.111487119,71.8918005973,111.719068434,207.433017592,0.0,590.437629329,238.981868749,0.0,96.1364298162,95.7713449133,119.849934613,48.0695288425,415.410375109,79.9156435494,1454.78089164,71.9765067163,0.0,111.975062883,671.243037863,111.805637976,95.921149145,1663.79215645,0.0,1421.31105688,464.029352797,111.776825885,95.940176348,47.9800664568,47.9536637534,72.0805588925,47.9168047007,143.700639334,47.9825776296,95.7715358649,47.9524096469,0.0,47.9825776296,208.059436307,95.7660797706,287.806406925,0.0,48.0838477757,95.7471257446,0.0,0.0,96.0468961441,79.848159842,47.9800664568
2014-01-26,1.6255498183,0.0107077010353,0.0138987377677,0.0182243653382,0.0,46.005393861,0.0,991.792279623,45.9220255846,152.78262119,305.87047578,305.87047578,122.097529649,732.804082983,122.166553712,0.0,168.127929024,68.8568246134,107.010064765,45.8430760159,122.180096093,45.8232444623,0.0,45.6933949241,61.0439722617,68.8014247485,1008.22239049,0.0,91.7666400597,0.0,152.78262119,0.0,91.6188984413,45.8084941671,320.864368457,10895.6473544,0.0,45.8213156144,45.762293288,45.767142514,45.8409363198,106.830396089,91.5798216915,198.375123603,91.4655865487,45.738530928,68.5955061403,320.500848681,45.9054329024,91.6007462736,61.1085444164,76.4123669,0.0,91.8570003286,45.7699658973,45.7484969981,0.0,114.655484368,45.8804546502,183.079863589,275.429006907,0.0,152.616919765,122.00987657,45.8606983014,198.260858878,106.904312352,45.7071579948,45.8409363198,122.180096093,45.8251436741,0.0,427.446747645,45.8707715875,1176.00585825,91.8163204775,45.7867908042,137.703760627,718.001895498,61.0439722617,91.7666400597,1636.01125678,45.7484969981,1236.18043644,474.174053899,91.5322516069,76.3476103037,91.5316031823,0.0,91.5521958026,68.7319796799,68.7599280885,0.0,68.6077901714,76.2831186813,45.7975381659,0.0,152.939495386,68.7544221366,259.830101631,45.9775708227,45.9996494239,137.340532753,45.8313997411,68.8167381718,0.0,91.6188984413,45.7443419326
2014-02-02,0.8861726509,0.00616252350115,0.00819928974305,0.0119594735743,0.0,72.5572355298,0.0,1153.52211845,96.6722529177,96.2636646751,305.306849188,305.306849188,80.1224792839,833.62608411,160.41402433,48.3763502216,208.649705928,48.1893045567,80.2964035622,0.0,191.822887085,96.8062779308,48.3739540761,0.0,128.241938466,72.0230945561,930.474567704,96.5239765479,176.754231854,128.43581288,96.2636646751,0.0,71.9073947454,71.9757669165,320.938744247,7473.34856229,47.8291967018,0.0,48.4177446199,47.9621042142,96.8062779308,144.204605871,47.999477684,272.671470692,96.6604853436,0.0,72.1133494997,192.493713039,48.3787393796,145.428766469,48.049057668,176.52207045,96.6989973576,160.631955446,0.0,0.0,47.7858731541,47.6563721428,160.423307547,192.165049986,176.64265493,0.0,96.1428806055,96.1331917567,96.8647181831,240.260647978,72.5207783881,48.5495932437,47.74262802,191.822887085,48.1747940765,47.7714494073,497.04981277,48.3448043598,1508.04377137,0.0,0.0,112.4063238,882.083897827,128.241938466,176.754231854,1814.84804527,71.8962928768,1025.50285333,465.929026381,47.8925502454,95.3127442857,48.3156897532,0.0,96.5239765479,48.3885421201,80.1367387593,0.0,0.0,143.829186624,0.0,0.0,128.440326536,48.4469823884,208.582298125,0.0,48.2235449265,112.216721868,48.0127505572,48.0923770247,47.8291967018,71.9073947454,47.6420264559
2014-02-09,0.9514515736,0.00595335181863,0.00880769858098,0.0132931006361,46.8560174208,46.8560174208,0.0,812.360562273,0.0,62.5744051272,93.963440047,93.963440047,140.976985274,578.335936135,62.5368206011,47.0112812421,172.274675856,46.7428386348,125.224331892,0.0,93.4010748467,47.1683806974,0.0,0.0,70.498351663,47.1826094698,531.847064046,46.8869400773,94.0367438468,70.3000984855,62.5744051272,0.0,47.0973653696,0.0,93.8734492823,8117.08943188,46.9988925731,0.0,46.9152363598,70.4559851421,70.5382904169,70.5054234077,0.0,156.092072801,0.0,46.9564407397,70.2081250253,343.902717422,47.2967494383,93.7840285851,46.8980007374,93.8643285294,93.6326969566,172.374195487,46.6021317154,46.8022556582,47.1541605042,46.9719315095,94.3652189397,117.202472928,140.895289976,0.0,46.8979325786,70.06006804,70.5480418322,171.840441797,46.7512875724,0.0,70.6118627961,93.4010748467,46.7428386348,0.0,187.544423184,47.2681627055,1282.4629877,0.0,0.0,47.0690190769,594.50530612,70.498351663,94.0367438468,1534.40532069,46.6738963285,484.129054625,281.895016382,93.6991178093,62.5320265095,47.1968468294,0.0,46.8843978069,0.0,62.5272552343,0.0,94.1947307392,0.0,46.9918208283,0.0,187.364979433,46.7852165483,219.050995678,0.0,46.9412618431,93.488520983,47.013215496,93.636501172,46.9988925731,47.0973653696,70.3470460822
2014-02-16,0.5786675008,0.00255310457516,0.00403390522876,0.00801674836601,0.0,47.1651890178,0.0,927.905870778,47.6135437804,94.4891976584,157.733006024,157.733006024,70.948541531,692.438415905,0.0,47.1650727847,165.5527867,46.9127706784,141.388342358,47.5991677105,47.4012433821,46.9693602691,0.0,0.0,47.2089955137,47.5560915406,645.661203394,46.9835290052,78.7546543805,47.6855545847,94.4891976584,0.0,95.1696006381,0.0,94.4844683502,6926.02113639,0.0,46.9693602691,0.0,47.2728341057,47.3324159479,141.584316345,47.3762790197,141.076043141,0.0,0.0,46.9410484184,314.795174234,47.1935540933,47.2423414737,70.9913979692,142.033302531,0.0,142.022074861,0.0,0.0,47.1010262454,47.0402895356,94.4654620818,188.773501026,173.42460506,0.0,47.4558830394,47.1711032465,47.0442523057,125.726482462,94.9117660789,0.0,117.841446287,47.4012433821,47.0726820721,47.5991677105,173.106362823,47.4987777816,1165.39824541,0.0,0.0,70.8594797648,629.645813602,47.2089955137,78.7546543805,1639.35299106,0.0,691.913113227,267.771358346,94.3374885617,78.754513806,47.0231242661,0.0,0.0,0.0,47.5130932661,0.0,70.9626579519,47.470172676,46.9552000761,0.0,110.314240333,47.444198763,157.589953879,0.0,47.4481047914,165.381781967,0.0,0.0,0.0,95.1696006381,70.9341588874
2014-02-23,0.2071383047,0.00165165965155,0.00271724652352,0.00548777239064,0.0,47.0909059406,0.0,1324.09799951,0.0,70.4756476284,93.6978983097,93.6978983097,77.9742322487,654.82076738,46.7258987502,0.0,93.6177813958,46.491376756,156.103238171,0.0,46.6976783558,0.0,0.0,0.0,46.9554616126,0.0,374.503772215,0.0,62.44331761,46.7119460589,70.4756476284,93.1234233357,46.9204925295,46.2955646998,171.700027635,7423.54711764,46.6977549146,46.9204925295,46.9204925295,0.0,0.0,93.4720061841,70.6747444374,140.499481297,46.7653601526,0.0,46.477335265,233.828236473,0.0,140.323247229,70.4687061799,46.8639618156,0.0,93.730986189,93.6714950197,0.0,77.9599815671,46.491376756,94.1228014775,46.3234368038,171.841583814,94.0944170379,47.0614007387,93.6151343127,46.4492777127,93.4345086164,0.0,0.0,47.1324904679,46.6976783558,46.6765768465,0.0,421.130147629,46.7533455591,967.286592127,46.7329325391,0.0,0.0,467.846918386,46.9554616126,62.44331761,1749.36471025,46.7794206938,514.094196706,156.18850683,0.0,93.5347108986,70.3485629148,0.0,46.7895613059,46.9204925295,93.8692930484,92.8705232723,62.3068331352,62.3068331352,46.3513424886,92.8705232723,116.797109136,70.0994052068,296.553972583,0.0,46.477335265,93.3377197049,46.309496558,46.9488090609,46.6977549146,46.9204925295,62.3398183971
